year,scenario,group,variable_id,source_value,normalization_min,normalization_base,normalization_max,direction,weight,confidence,source_url
2027,upside,finance,credit_spread_stress_index,93.219,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2027,upside,finance,free_cash_flow_index,96.600,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2027,upside,finance,insurance_cost_stress_index,99.981,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2027,downside,demand,ai_dc_demand_index,107.694,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2027,downside,demand,hyperscaler_capex_index,111.600,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2027,downside,demand,enterprise_ai_adoption_index,115.506,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2027,downside,capacity,grid_connection_index,57.205,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2027,downside,capacity,transformer_capacity_index,59.280,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2027,downside,capacity,gpu_hbm_supply_index,61.355,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2027,downside,capacity,construction_delivery_index,63.430,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2027,downside,finance,credit_spread_stress_index,119.563,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2027,downside,finance,free_cash_flow_index,123.900,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2027,downside,finance,insurance_cost_stress_index,128.236,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2027,current,demand,ai_dc_demand_index,143.592,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2027,current,demand,hyperscaler_capex_index,148.800,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2027,current,demand,enterprise_ai_adoption_index,154.008,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2027,current,capacity,grid_connection_index,77.007,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2027,current,capacity,transformer_capacity_index,79.800,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2027,current,capacity,gpu_hbm_supply_index,82.593,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2027,current,capacity,construction_delivery_index,85.386,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2027,current,finance,credit_spread_stress_index,105.378,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2027,current,finance,free_cash_flow_index,109.200,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2027,current,finance,insurance_cost_stress_index,113.022,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2028,base,demand,ai_dc_demand_index,126.415,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2028,base,demand,hyperscaler_capex_index,131.000,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2028,base,demand,enterprise_ai_adoption_index,135.585,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2028,base,capacity,grid_connection_index,78.165,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2028,base,capacity,transformer_capacity_index,81.000,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,base,capacity,gpu_hbm_supply_index,83.835,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,base,capacity,construction_delivery_index,86.670,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2028,base,finance,credit_spread_stress_index,103.255,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2028,base,finance,free_cash_flow_index,107.000,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2028,base,finance,insurance_cost_stress_index,110.745,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2028,upside,demand,ai_dc_demand_index,136.528,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2028,upside,demand,hyperscaler_capex_index,141.480,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2028,upside,demand,enterprise_ai_adoption_index,146.432,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2028,upside,capacity,grid_connection_index,95.361,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2028,upside,capacity,transformer_capacity_index,98.820,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,upside,capacity,gpu_hbm_supply_index,102.279,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,upside,capacity,construction_delivery_index,105.737,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2028,upside,finance,credit_spread_stress_index,94.995,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2028,upside,finance,free_cash_flow_index,98.440,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2028,upside,finance,insurance_cost_stress_index,101.885,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2028,downside,demand,ai_dc_demand_index,113.773,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2028,downside,demand,hyperscaler_capex_index,117.900,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2028,downside,demand,enterprise_ai_adoption_index,122.026,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2028,downside,capacity,grid_connection_index,60.969,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2028,downside,capacity,transformer_capacity_index,63.180,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,downside,capacity,gpu_hbm_supply_index,65.391,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,downside,capacity,construction_delivery_index,67.603,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2028,downside,finance,credit_spread_stress_index,121.841,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2028,downside,finance,free_cash_flow_index,126.260,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2028,downside,finance,insurance_cost_stress_index,130.679,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2028,current,demand,ai_dc_demand_index,151.698,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2028,current,demand,hyperscaler_capex_index,157.200,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2028,current,demand,enterprise_ai_adoption_index,162.702,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2028,current,capacity,grid_connection_index,82.073,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2028,current,capacity,transformer_capacity_index,85.050,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,current,capacity,gpu_hbm_supply_index,88.027,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2028,current,capacity,construction_delivery_index,91.004,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2028,current,finance,credit_spread_stress_index,107.385,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2028,current,finance,free_cash_flow_index,111.280,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2028,current,finance,insurance_cost_stress_index,115.175,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2029,base,demand,ai_dc_demand_index,133.170,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2029,base,demand,hyperscaler_capex_index,138.000,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2029,base,demand,enterprise_ai_adoption_index,142.830,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2029,base,capacity,grid_connection_index,82.990,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2029,base,capacity,transformer_capacity_index,86.000,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,base,capacity,gpu_hbm_supply_index,89.010,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,base,capacity,construction_delivery_index,92.020,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2029,base,finance,credit_spread_stress_index,104.220,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2029,base,finance,free_cash_flow_index,108.000,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2029,base,finance,insurance_cost_stress_index,111.780,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2029,upside,demand,ai_dc_demand_index,143.824,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2029,upside,demand,hyperscaler_capex_index,149.040,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2029,upside,demand,enterprise_ai_adoption_index,154.256,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2029,upside,capacity,grid_connection_index,101.248,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2029,upside,capacity,transformer_capacity_index,104.920,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,upside,capacity,gpu_hbm_supply_index,108.592,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,upside,capacity,construction_delivery_index,112.264,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2029,upside,finance,credit_spread_stress_index,95.882,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2029,upside,finance,free_cash_flow_index,99.360,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2029,upside,finance,insurance_cost_stress_index,102.838,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2029,downside,demand,ai_dc_demand_index,119.853,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2029,downside,demand,hyperscaler_capex_index,124.200,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2029,downside,demand,enterprise_ai_adoption_index,128.547,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2029,downside,capacity,grid_connection_index,64.732,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2029,downside,capacity,transformer_capacity_index,67.080,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,downside,capacity,gpu_hbm_supply_index,69.428,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,downside,capacity,construction_delivery_index,71.776,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2029,downside,finance,credit_spread_stress_index,122.980,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2029,downside,finance,free_cash_flow_index,127.440,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2029,downside,finance,insurance_cost_stress_index,131.900,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2029,current,demand,ai_dc_demand_index,159.804,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2029,current,demand,hyperscaler_capex_index,165.600,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2029,current,demand,enterprise_ai_adoption_index,171.396,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2029,current,capacity,grid_connection_index,87.139,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2029,current,capacity,transformer_capacity_index,90.300,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,current,capacity,gpu_hbm_supply_index,93.460,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2029,current,capacity,construction_delivery_index,96.621,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2029,current,finance,credit_spread_stress_index,108.389,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2029,current,finance,free_cash_flow_index,112.320,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2029,current,finance,insurance_cost_stress_index,116.251,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2030,base,demand,ai_dc_demand_index,139.925,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2030,base,demand,hyperscaler_capex_index,145.000,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2030,base,demand,enterprise_ai_adoption_index,150.075,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2030,base,capacity,grid_connection_index,87.815,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2030,base,capacity,transformer_capacity_index,91.000,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,base,capacity,gpu_hbm_supply_index,94.185,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,base,capacity,construction_delivery_index,97.370,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2030,base,finance,credit_spread_stress_index,106.150,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2030,base,finance,free_cash_flow_index,110.000,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2030,base,finance,insurance_cost_stress_index,113.850,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2030,upside,demand,ai_dc_demand_index,151.119,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2030,upside,demand,hyperscaler_capex_index,156.600,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2030,upside,demand,enterprise_ai_adoption_index,162.081,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2030,upside,capacity,grid_connection_index,107.134,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2030,upside,capacity,transformer_capacity_index,111.020,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,upside,capacity,gpu_hbm_supply_index,114.906,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,upside,capacity,construction_delivery_index,118.791,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2030,upside,finance,credit_spread_stress_index,97.658,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2030,upside,finance,free_cash_flow_index,101.200,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2030,upside,finance,insurance_cost_stress_index,104.742,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2030,downside,demand,ai_dc_demand_index,125.932,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2030,downside,demand,hyperscaler_capex_index,130.500,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2030,downside,demand,enterprise_ai_adoption_index,135.067,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2030,downside,capacity,grid_connection_index,68.496,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2030,downside,capacity,transformer_capacity_index,70.980,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,downside,capacity,gpu_hbm_supply_index,73.464,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,downside,capacity,construction_delivery_index,75.949,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2030,downside,finance,credit_spread_stress_index,125.257,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2030,downside,finance,free_cash_flow_index,129.800,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2030,downside,finance,insurance_cost_stress_index,134.343,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2030,current,demand,ai_dc_demand_index,167.910,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2030,current,demand,hyperscaler_capex_index,174.000,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2030,current,demand,enterprise_ai_adoption_index,180.090,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2030,current,capacity,grid_connection_index,92.206,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2030,current,capacity,transformer_capacity_index,95.550,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,current,capacity,gpu_hbm_supply_index,98.894,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
2030,current,capacity,construction_delivery_index,102.239,50,100,180,higher_is_capacity,0.15,0.6,https://www.iea.org/reports/electricity-2026/grids
2030,current,finance,credit_spread_stress_index,110.396,80,100,180,higher_is_constraint,0.45,0.65,https://www.imf.org/en/Publications/WEO
2030,current,finance,free_cash_flow_index,114.400,80,100,180,higher_is_capacity,0.35,0.6,https://www.imf.org/en/Publications/WEO
2030,current,finance,insurance_cost_stress_index,118.404,80,100,180,higher_is_constraint,0.2,0.5,https://www.imf.org/en/Publications/WEO
2031,base,demand,ai_dc_demand_index,146.680,50,100,180,higher_is_capacity,0.45,0.7,https://www.iea.org/reports/energy-and-ai
2031,base,demand,hyperscaler_capex_index,152.000,50,100,180,higher_is_capacity,0.35,0.65,https://www.iea.org/reports/energy-and-ai
2031,base,demand,enterprise_ai_adoption_index,157.320,50,100,180,higher_is_capacity,0.2,0.55,https://www.iea.org/reports/energy-and-ai
2031,base,capacity,grid_connection_index,92.640,50,100,180,higher_is_capacity,0.4,0.7,https://www.iea.org/reports/electricity-2026/grids
2031,base,capacity,transformer_capacity_index,96.000,50,100,180,higher_is_capacity,0.25,0.65,https://www.iea.org/reports/electricity-2026/grids
2031,base,capacity,gpu_hbm_supply_index,99.360,50,100,180,higher_is_capacity,0.2,0.65,https://www.iea.org/reports/electricity-2026/grids
